2019-02-01 01:51:48,778 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2019-02-01 01:51:48,851 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2019-02-01 01:51:48,852 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2019-02-01 01:51:48,958 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2019-02-01 01:51:49,514 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.j.e.a.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
2019-02-01 01:51:49,548 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.s.c.ThreadPoolTaskScheduler - Initializing ExecutorService 
2019-02-01 01:51:49,559 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2019-02-01 01:51:49,578 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler [http-nio-8080]
2019-02-01 01:51:49,617 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.a.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2019-02-01 01:51:49,679 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8080 (http)
2019-02-01 01:51:49,691 [main] INFO  [service=delivery-service,traceId=,spanId=]  c.b.d.SpringBootWebApplication - Started SpringBootWebApplication in 8.211 seconds (JVM running for 10.382)
